Trial noise_type coaxial_lum test_lum match_lum grating_freq grating_contrast noise_freq rep
360 global -1.0 0.5 0.037120 .2 0.1 0.58 15
361 global 1.0 0.5 0.000883 .2 0.1 0.58 40
362 global -1.0 0.5 0.023164 .2 0.1 0.58 40
363 global 1.0 0.5 0.015821 .2 0.1 0.58 15
364 global -1.0 0.5 -0.009591 .2 0.1 0.58 16
365 global 1.0 0.5 -0.004057 .2 0.1 0.58 41
366 global -1.0 0.5 0.016882 .2 0.1 0.58 41
367 global 1.0 0.5 -0.030312 .2 0.1 0.58 16
368 global -1.0 0.5 -0.005552 .2 0.1 0.58 17
369 global 1.0 0.5 0.000576 .2 0.1 0.58 42
370 global -1.0 0.5 0.022594 .2 0.1 0.58 42
371 global 1.0 0.5 -0.026935 .2 0.1 0.58 17
372 global -1.0 0.5 0.004829 .2 0.1 0.58 18
373 global 1.0 0.5 0.005333 .2 0.1 0.58 43
374 global -1.0 0.5 0.028235 .2 0.1 0.58 43
375 global 1.0 0.5 -0.016230 .2 0.1 0.58 18
376 global -1.0 0.5 0.036560 .2 0.1 0.58 19
377 global 1.0 0.5 -0.031900 .2 0.1 0.58 44
378 global -1.0 0.5 -0.009997 .2 0.1 0.58 44
379 global 1.0 0.5 0.014716 .2 0.1 0.58 19
380 global -1.0 0.5 0.026341 .2 0.1 0.58 20
381 global 1.0 0.5 -0.056376 .2 0.1 0.58 45
382 global -1.0 0.5 -0.033340 .2 0.1 0.58 45
383 global 1.0 0.5 0.003882 .2 0.1 0.58 20
384 global -1.0 0.5 0.043911 .2 0.1 0.58 21
385 global 1.0 0.5 0.015106 .2 0.1 0.58 46
386 global -1.0 0.5 0.036886 .2 0.1 0.58 46
387 global 1.0 0.5 0.023350 .2 0.1 0.58 21
388 global -1.0 0.5 0.048252 .2 0.1 0.58 22
389 global 1.0 0.5 -0.035774 .2 0.1 0.58 47
390 global -1.0 0.5 -0.013020 .2 0.1 0.58 47
391 global 1.0 0.5 0.025288 .2 0.1 0.58 22
392 global -1.0 0.5 -0.016931 .2 0.1 0.58 23
393 global 1.0 0.5 -0.010743 .2 0.1 0.58 48
394 global -1.0 0.5 0.010722 .2 0.1 0.58 48
395 global 1.0 0.5 -0.038873 .2 0.1 0.58 23
396 global -1.0 0.5 0.006603 .2 0.1 0.58 24
397 global 1.0 0.5 -0.035692 .2 0.1 0.58 49
398 global -1.0 0.5 -0.014362 .2 0.1 0.58 49
399 global 1.0 0.5 -0.014761 .2 0.1 0.58 24
400 global -1.0 0.5 -0.013260 .2 0.1 1.00 0
401 global 1.0 0.5 0.005675 .2 0.1 1.00 25
402 global -1.0 0.5 0.006841 .2 0.1 1.00 25
403 global 1.0 0.5 -0.014141 .2 0.1 1.00 0
404 global -1.0 0.5 0.020297 .2 0.1 1.00 1
405 global 1.0 0.5 0.015936 .2 0.1 1.00 26
406 global -1.0 0.5 0.016463 .2 0.1 1.00 26
407 global 1.0 0.5 0.019739 .2 0.1 1.00 1
408 global -1.0 0.5 0.012009 .2 0.1 1.00 2
409 global 1.0 0.5 -0.006496 .2 0.1 1.00 27
410 global -1.0 0.5 -0.005792 .2 0.1 1.00 27
411 global 1.0 0.5 0.011890 .2 0.1 1.00 2
412 global -1.0 0.5 0.012867 .2 0.1 1.00 3
413 global 1.0 0.5 -0.010868 .2 0.1 1.00 28
414 global -1.0 0.5 -0.010550 .2 0.1 1.00 28
415 global 1.0 0.5 0.012411 .2 0.1 1.00 3
416 global -1.0 0.5 0.001670 .2 0.1 1.00 4
417 global 1.0 0.5 -0.018334 .2 0.1 1.00 29
418 global -1.0 0.5 -0.018282 .2 0.1 1.00 29
419 global 1.0 0.5 0.001365 .2 0.1 1.00 4
420 global -1.0 0.5 0.014477 .2 0.1 1.00 5
421 global 1.0 0.5 0.006041 .2 0.1 1.00 30
422 global -1.0 0.5 0.006416 .2 0.1 1.00 30
423 global 1.0 0.5 0.014043 .2 0.1 1.00 5
424 global -1.0 0.5 -0.016742 .2 0.1 1.00 6
425 global 1.0 0.5 0.007903 .2 0.1 1.00 31
426 global -1.0 0.5 0.008312 .2 0.1 1.00 31
427 global 1.0 0.5 -0.017016 .2 0.1 1.00 6
428 global -1.0 0.5 0.004405 .2 0.1 1.00 7
429 global 1.0 0.5 0.010889 .2 0.1 1.00 32
430 global -1.0 0.5 0.011299 .2 0.1 1.00 32
431 global 1.0 0.5 0.004015 .2 0.1 1.00 7
432 global -1.0 0.5 -0.001596 .2 0.1 1.00 8
433 global 1.0 0.5 0.018348 .2 0.1 1.00 33
434 global -1.0 0.5 0.018601 .2 0.1 1.00 33
435 global 1.0 0.5 -0.002004 .2 0.1 1.00 8
436 global -1.0 0.5 -0.011710 .2 0.1 1.00 9
437 global 1.0 0.5 0.007103 .2 0.1 1.00 34
438 global -1.0 0.5 0.007585 .2 0.1 1.00 34
439 global 1.0 0.5 -0.012206 .2 0.1 1.00 9
440 global -1.0 0.5 -0.004097 .2 0.1 1.00 10
441 global 1.0 0.5 -0.018373 .2 0.1 1.00 35
442 global -1.0 0.5 -0.018458 .2 0.1 1.00 35
443 global 1.0 0.5 -0.004376 .2 0.1 1.00 10
444 global -1.0 0.5 0.020129 .2 0.1 1.00 11
445 global 1.0 0.5 0.015606 .2 0.1 1.00 36
446 global -1.0 0.5 0.016031 .2 0.1 1.00 36
447 global 1.0 0.5 0.018986 .2 0.1 1.00 11
448 global -1.0 0.5 0.002258 .2 0.1 1.00 12
449 global 1.0 0.5 -0.000259 .2 0.1 1.00 37
